paths,coordinates,class
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"956,1916",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1896,1596",1.0
C:/Users/william/Desktop/data_/train\images\20200331.tif,"256,1176",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2596,1416",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2516,556",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1406,3476",0.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3816,2876",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3016,1636",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1656,1716",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1456,1116",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1136,1216",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"876,3416",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"716,2786",0.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1396,616",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1716,956",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1256,716",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1976,1736",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1396,2556",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1876,1876",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1576,1196",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4176,2016",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1176,2965",0.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1516,1376",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"256,1176",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2516,1236",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1636,1596",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1676,3736",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2496,3776",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1216,656",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2576,1456",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4136,2236",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1636,2336",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1856,1656",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1176,1416",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1536,3556",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1756,1256",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1376,1196",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1536,1416",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2816,796",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1936,496",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1856,1696",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"596,2856",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1656,876",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2116,1396",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3456,3556",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2376,1196",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2036,896",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2096,3916",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1616,1836",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"616,2876",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2276,1436",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1456,1316",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2376,1556",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2156,1716",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1756,3716",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2576,1156",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2076,816",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3756,2476",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2416,776",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1556,1496",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3876,2416",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1736,2176",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2836,1216",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1176,1476",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2216,836",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1656,1676",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1956,576",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"996,3576",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1596,736",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2396,1296",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1176,1456",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2816,496",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1176,1396",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2136,976",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2056,916",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1916,1356",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1316,636",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"976,1396",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"976,1896",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1856,1416",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2296,636",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1696,3916",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1376,1096",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3016,3436",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"996,2756",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2236,1656",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"716,3936",0.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3776,2936",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2616,1176",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3836,2556",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"956,1956",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4116,1296",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"716,256",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1876,1056",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3836,2356",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1236,1396",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2796,1136",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4216,2096",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1096,1436",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1756,1496",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2376,456",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3616,3236",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2836,1036",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4216,1556",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4216,1936",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1636,2259",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2656,936",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3016,2786",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2196,1376",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1776,1416",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"2978,2786",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1596,1356",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1976,3696",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2376,1176",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2436,1296",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"896,2936",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2576,1216",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1976,1756",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1776,1196",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1176,1256",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1836,1376",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1196,1156",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1416,1556",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1356,2776",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1296,1456",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1196,1676",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1576,1476",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1696,2076",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1866,1636",0.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1036,3496",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2636,1476",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1996,1096",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2016,1236",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1556,1296",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2176,1816",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3976,2036",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3576,3616",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1196,1556",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1416,2136",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1866,946",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"656,1536",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"656,3316",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"716,1942",0.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2076,1536",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2616,976",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1936,1616",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2476,1256",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"856,2576",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4256,1596",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1396,1336",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3416,3256",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1976,1536",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1836,816",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2396,1776",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"816,1576",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1176,2816",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"796,1616",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"396,2256",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1716,1176",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3396,3536",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2136,256",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2716,1416",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1416,1876",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1636,3936",0.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3716,2556",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1356,816",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1996,1196",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3696,3096",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4156,1676",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"956,2016",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2116,1156",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1856,1396",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1556,2456",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"536,1836",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2276,796",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1536,2376",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2176,1276",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2956,3616",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2316,3756",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1636,1176",0.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1816,676",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1036,1536",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1476,1916",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1276,1736",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"856,2136",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2836,816",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"536,3016",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1856,1216",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2736,976",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1396,3696",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4136,1496",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2836,656",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4036,2516",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1976,1076",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1076,2556",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1476,2396",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3996,2676",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"486,1866",0.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1256,2456",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2156,1036",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"376,2316",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3816,2836",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1776,596",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1556,2136",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1756,616",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1856,1076",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1056,616",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1256,1296",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1176,3776",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1236,1556",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2056,1216",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3056,3556",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"976,2556",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2276,1836",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2796,3516",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2596,3896",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"336,3416",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1256,376",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1156,2136",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1276,3396",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1936,3696",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1976,1596",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"336,2296",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1036,1696",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1916,1256",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2036,1456",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2736,496",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2376,476",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1956,936",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4276,1176",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"996,1536",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"2236,1616",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1956,1556",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1736,3716",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1056,536",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1256,2876",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2056,1256",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"756,2076",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"5164,486",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1496,1476",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4256,1836",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3876,2996",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1896,1756",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"716,1866",0.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2696,3696",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3796,2536",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2896,896",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1676,1796",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1276,516",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3796,3056",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4036,2436",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"2016,1056",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1116,3476",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4296,1556",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"916,3536",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1756,1736",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2756,3756",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1676,1736",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2356,3756",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2776,1016",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2076,1176",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1736,936",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1636,856",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1996,1216",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3696,3336",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1576,1516",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2536,496",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1916,3976",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3796,2656",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2036,976",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1576,1436",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1676,3896",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2856,3516",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"2076,1536",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1636,2056",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1316,836",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"496,3456",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3936,2816",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1016,3316",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2256,1296",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"296,1676",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"716,4626",0.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3996,1696",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3816,2496",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1836,596",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1336,1336",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3396,3596",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1696,1376",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"896,3456",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1096,2336",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1136,3496",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1396,1896",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2576,1216",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3476,3496",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"256,2556",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2256,1796",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2116,1296",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"3076,1056",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1296,3696",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1296,2376",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"776,3256",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3696,2976",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2536,1176",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"256,1636",0.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1076,376",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2016,3936",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1176,2176",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2756,3856",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1156,1936",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2156,1276",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"696,3596",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1976,936",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1776,1156",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1036,2136",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1116,1816",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1836,1616",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"256,1406",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"556,2936",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1656,1656",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1856,1436",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1916,656",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1716,1676",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1406,716",0.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1876,1376",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"956,1376",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1296,516",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"2096,4396",0.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"876,2976",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2326,2556",0.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1176,1176",0.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1136,996",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1596,1376",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"696,2836",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1976,1656",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2236,616",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1756,1456",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"936,3676",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1656,2216",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"256,4856",0.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4276,1196",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"716,716",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1476,1656",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1196,956",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1376,2536",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2296,1656",1.0
